"","zip","name","addr","lat","lng","city"
"29","21189","MEDICAL GROUP PHARMACY","650 HAWKINS AVE","40.8312340","-73.1092430","LAKE RONKONKOMA"
"30","72376","Walgreen Eastern Co Inc","286 W Main St","40.764189","-73.023639","Patchogue"
"31","69485","Popular Pharmacy Inc","350-8 E Main St","40.7656903","-73.014821","Patchogue"
"32","69734","Pharmacy Solution Services Llc","140 Keyland Court","40.7767883","-73.0988417","Bohemia"
"33","11348","QUALITY PHARMACY","249 MIDDLE COUNTRY ROAD","40.8686421","-73.0119640","SELDEN"
"34","11177","LIGHTHOUSE PHARMACY","747 MONTAUK HIGHWAY","40.7600328","-73.0313250","PATCHOGUE"
"35","21262","LAKELAND PHARMACY","886 JOHNSON ST","40.8072260","-73.1235040","RONKONKOMA"
"36","20734","YORE X DRUGS","1850 P RT 112","40.8687165","-73.0042177","CORAM"
"37","11387","PRESCRIPTION DEN PHARMACY","239 BOYLE RD","40.8808030","-73.0513409","SELDEN"
"38","11134","SUNRISE PHARMACY","285 SILLS RD BLDG 8B","40.7801260","-72.9743400","EAST PATCHOGUE"
"39","10627","REAL PHARMACY","260 SMITHTOWN BLVD","40.8323729","-73.1446969","NESCONSET"
"40","10452","PRESCRIPTION CENTRE","35H MIDDLE COUNTRY RD H","40.8744892","-72.9782955","CORAM"
"41","2725","FORT HILL PHARMACY INC","116 FORT HILL RD","41.3463626","-72.0277622","GROTON"
"42","18709","MCQUADES PHARMACY INC","10 CLARA DR","41.3723319","-71.9547060","MYSTIC"
"43","18717","MCQUADES SPECIALTY PHARMACY","10 CLARA DRIVE","41.3723319","-71.9547060","MYSTIC"
"44","65881","Genoa Healthcare Of Connecticut,  Llc","165 State St","41.3546218","-72.0961139","New London"
"45","14345","MCQUADE MARKET PLACE PHARMACY","106 MAIN ST","41.3747240","-71.8306140","WESTERLY"
"46","2710","GREENVILLE DRUG STORE INC","213 CENTRAL AVE","41.5335073","-72.0567041","NORWICH"
"47","2711","UTLEY AND JONES PHARMACY","112 LAFAYETTE ST","41.5410899","-72.0880566","NORWICH"
"48","2756","UNCAS PHARMACY","20 TOWN ST","41.5458557","-72.0900157","NORWICH"
"49","14349","OCEAN HEALTHMART PHARMACY","3986 OLD POST RD","41.3872740","-71.6245670","CHARLESTOWN"
"50","10499","COLONIAL DRUGS","100 FRONT ST","41.1024550","-72.3606350","GREENPORT"
"51","69475","Park Place Chemists Inc","200 Pantigo Pl","40.969135","-72.169403","East Hampton"
"52","10740","SHELTER ISLAND HGTS PHARMACY","19 GRAND AVE","41.0782518","-72.3518318","SHELTER ISL HGH"
"53","10585","EAST HAMPTON PHCY","106 N MAIN ST","40.9691130","-72.1816560","E HAMPTON"
"54","2771","JEWETT CITY PHARMACY","78 MAIN ST","41.6061132","-71.9821270","JEWETT CITY"
"55","10435","WHITES PHARMACY","81 MAIN ST","40.9623970","-72.1870730","EAST HAMPTON"
"56","20992","SAG HARBOR PHARMACY","120 MAIN ST","40.9999660","-72.2959330","SAG HARBOR"
"57","10749","SOUTHOLD PHARMACY INC","53895 MAIN RD","41.0638662","-72.4290730","SOUTHOLD"
"58","11026","BRIDGEHAMPTON PHARMACY","2450 MONTAUK HWY STORE B","40.9378777","-72.3009158","BRIDGEHAMPTON"
"59","70490","Wakefield Prescription Center Inc","580 Kingstown Rd","41.4399","-71.487667","Wakefield"
"60","2704","NATHAN HALE PHARMACY INC","26 FALLS RD","41.5052953","-72.4471544","MOODUS"
"61","21052","MAIL MED CORP","11 PENN PLAZA","40.7502925","-73.9931185","NEW YORK"
"62","69466","Nucare Pharmacy West Llc","250 9th Ave","40.747872","-73.999638","New York"
"63","72535","Moms Pharmacy Of Nyc","224 W 29th St","40.7482994","-73.9942624","New York"
"64","69256","Namdor Inc","227 Ninth Avenue","40.7471204","-74.0008979","New York"
"65","10684","GIDEON DRUGS INC","1385 BROADWAY","40.7528720","-73.9878640","NEW YORK"
"66","69234","Unite Health Center Inc","275 7th Ave","40.7457668","-73.9942771","New York"
"67","10929","NEW LONDON PHARMACY","246 8TH AVE","40.7448630","-73.9984330","NEW YORK"
"68","10977","THRIFTWAY PHARMACY","646 TENTH AVE","40.7618450","-73.9935210","NEW YORK"
"69","20800","CI CI PHARMACY","894 6TH AVE","40.7483636","-73.9887948","NEW YORK"
"70","72393","Chelsea Royal Care Pharmacy Inc","154 9th Ave","40.7442748","-74.0027682","New York"
"71","20953","RAPHAEL DRUG AND HEALTH LTD","1257 BROADWAY","40.7478845","-73.9883177","NEW YORK"
"72","10154","ESCO DRUG INC","687 9TH AVE","40.7619360","-73.9904440","NEW YORK"
"73","69469","Community Health Project Inc","356 W 18th St","40.7432016","-74.0030383","New York"
"74","69243","American Outcomes Management Lp","36 West 37th St","40.75091","-73.985109","New York"
"75","10613","CORDETTE DRUG CORPORATION","52 W 39TH ST","40.7523440","-73.9846730","NEW YORK"
"76","72445","St Lukes Roosevelt Hospital Center","230 W 17th St","40.7409869","-73.9998007","New York"
"77","10615","CASH RX PLUS","746 10TH AVE","40.7650370","-73.9911740","NEW YORK"
"78","11377","CAREWELL PHARMACY","767 NINTH AVE","40.7645290","-73.9885970","NEW YORK"
"79","11099","MIDTOWN EAST PHARMACY & SURGICAL LLC","161 MADISON AVE","40.7466500","-73.9832760","NEW YORK"
"80","11409","WEST 14TH ST PRESCRIPTION CTR","312 W 14TH ST","40.7400666","-74.0033274","NEW YORK"
"81","69421","Fulton Family Pharmacy Inc","98 East Broadway 1st Fl","40.7135097","-73.9859414","New York"
"82","10341","MEDILANE PHARMACY CORP","204 CLINTON ST","40.7138849","-73.9870705","NEW YORK"
"83","21336","EAST RX CORPORATION","215 E BROADWAY","40.7140490","-73.9874680","NEW YORK"
"84","10146","MADISON DRUGS INC","36 GOUVERNEUR ST","40.7130324","-73.9838385","NEW YORK"
"85","10721","CENTURY PHARMACY","225 MADISON ST","40.7129920","-73.9886930","NEW YORK"
"86","11250","LEVITT PHARMACY","407 GRAND ST","40.7159639","-73.9868330","NEW YORK"
"87","21049","PEOPLES CHOICE PHARMACY","527 GRAND ST","40.7142989","-73.9816330","NEW YORK"
"88","10356","CENTURY PHARMACY","159 EAST BROADWAY","40.7140210","-73.9903954","NEW YORK"
"89","72390","Grand Health Pharmacy Inc","351 Grand St","40.716664","-73.989542","New York"
"90","20908","COLUMBIA DRUGS","55 COLUMBIA ST","40.7164638","-73.9805835","NEW YORK"
"91","10741","MEDIEXPRESS","78 CLINTON ST","40.7187410","-73.9850100","NEW YORK"
"92","69443","Olive Tree Pharmacy","106 Ridge St","40.718691","-73.983131","New York"
"93","69370","Longevity Pharmacy Llc","96 E Broadway","40.713984","-73.993486","New York"
"94","72453","Century Grand Inc","302a Grand St","40.717681","-73.991527","New York"
"95","11422","1699 FANCY PHARMACY INC","131 ESSEX ST","40.7198811","-73.9875412","NEW YORK"
"96","72560","Metrocare Rx Inc","59 E Broadway","40.7134209","-73.9952689","New York"
"97","72472","Forever Health Pharmacy I  Llc","244 Grand St.","40.718459","-73.994179","New York"
"98","21228","BOWERY PHARMACY","95 BOWERY","40.7173830","-73.9952640","NEW YORK"
"99","21325","BEST CARE PHARMACY CORP","28 E BROADWAY","40.7137220","-73.9966710","NEW YORK"
"100","72463","Abc Pharmacy V Corp","26 East Broadway","40.713726","-73.996763","New York"
"101","21144","BIOMED DRUGS AND SURGICAL SUPPLY CO INC","50 3RD AVE","40.7310280","-73.9892340","NEW YORK"
"102","72571","Abacus Pharmacy Inc","168 2nd Ave","40.7301055","-73.986361","New York"
"103","10284","NYC PHARMACY","206 FIRST AVE","40.7302320","-73.9831330","NEW YORK"
"104","10921","ESQUIRE PHARMACY","277 1ST AVE","40.7326369","-73.9820050","NEW YORK"
"105","10107","UNIVERSITY CHEMISTS","74 UNIVERSITY PL","40.7333290","-73.9936800","NEW YORK"
"106","21106","BLOCK DRUG STORES","101 SECOND AVE","40.7274370","-73.9889350","NEW YORK"
"107","10131","WHITNEY CHEMIST","50 UNIVERSITY PL","40.7326352","-73.9939351","NEW YORK"
"108","11266","ELLIOTT PHARMACY","250 3RD AVE","40.7373420","-73.9845840","NEW YORK"
"109","10301","METRO DRUGS","7 W 14TH ST","40.7364266","-73.9945754","NEW YORK"
"110","10190","PROHEALTH PHARMACY","385 SECOND AVE","40.7374207","-73.9812652","NEW YORK"
"111","11454","RITE WAY DRUGS AND SURGICAL","371 1ST AVE","40.7360203","-73.9791639","NEW YORK"
"112","21027","EQUAL CARE PHARMACY INC","753 EAST 5TH STREET STORE A","40.7275043","-73.9800645","NEW YORK"
"113","20927","HALPERN PHCY","333 E 23RD ST","40.7375752","-73.9801080","NEW YORK"
"114","10296","MEDILANE DRUGS","227 AVE B","40.7291450","-73.9780000","NEW YORK"
"115","72447","Brentwood Pharmacy","48 W 8th St","40.733186","-73.9986779","New York"
"116","69359","Uma Pharmacy Corp","446 6th Ave","40.7349336","-73.9983277","New York"
"117","11144","AVALON CHEMISTS","7 2ND AVE","40.7240480","-73.9913739","NEW YORK"
"118","69355","East Village Rx Center","41 Ave A","40.7236134","-73.9853147","New York"
"119","10607","C O BIGELOW CHEMISTS INC","414 6TH AVE","40.7340087","-73.9992510","NEW YORK"
"120","11231","AVENUE C PHARMACY","178 AVE C","40.7264830","-73.9770601","NEW YORK"
"121","11275","BATTERY PARK PHARMACY INC","327 S END AVE","40.7105092","-74.0162301","NEW YORK"
"122","10441","DOWNTOWN PHARMACY","165 WILLIAM ST","40.7101611","-74.0058470","NEW YORK"
"123","10875","DOWNTOWN PHARMACY","19 BEEKMAN STREET","40.7107610","-74.0063140","NEW YORK"
"124","69749","Beekman Pharmacy","19 Beekman St","40.7107649","-74.0061004","New York"
"125","10514","EVE AND MICHAEL PHARMACY INC","295 GREENWICH ST","40.7157050","-74.0108870","NEW YORK"
"126","20979","KINGS PHARMACY","5 HUDSON ST","40.7158214","-74.0092979","NEW YORK"
"127","10859","GENERATION PHARMACY LLC","31 33 OLIVER ST","40.7120690","-73.9979200","NEW YORK"
"128","72509","Prime Essentials Llc","345 Broadway","40.7166736","-74.0042028","New York"
"129","21304","MEDPHARM DRUG AND TRADING INC","61 CATHERINE ST","40.7112817","-73.9967468","NEW YORK"
"130","21110","FOREVER HEALTH PHARMACY INC","2 EAST BROADWAY","40.7136190","-73.9975230","NEW YORK"
"131","11391","WING ON PHARMACY INC","18 E BROADWAY","40.7135012","-73.9970765","NEW YORK"
"132","21225","BROADWAY DOWNTOWN PHARMACY INC","373 BROADWAY","40.7177873","-74.0032782","NEW YORK"
"133","21143","ALISONS PHARMACY INC","12 BOWERY","40.7144679","-73.9976220","NEW YORK"
"134","72463","Abc Pharmacy V Corp","26 East Broadway","40.713726","-73.996763","New York"
"135","21325","BEST CARE PHARMACY CORP","28 E BROADWAY","40.7137220","-73.9966710","NEW YORK"
"136","72565","E Care Pharmacy Corp","48 Mott St","40.715358","-73.998481","New York"
"137","20804","METRO PHARM INC","92 BAXTER ST","40.7167236","-73.9998237","NEW YORK"
"138","69350","Pancare Pharmacy Inc","22 Bowery","40.7148054","-73.9972242","New York"
"139","69744","Aid Pharmacy Ny Corp","139 Centre St","40.717466","-74.0008299","New York"
"140","11174","CONFUCIUS PHARMACY","25 BOWERY ST","40.7147614","-73.9968728","NEW YORK"
"141","10441","DOWNTOWN PHARMACY","165 WILLIAM ST","40.7101611","-74.0058470","NEW YORK"
"142","10875","DOWNTOWN PHARMACY","19 BEEKMAN STREET","40.7107610","-74.0063140","NEW YORK"
"143","69749","Beekman Pharmacy","19 Beekman St","40.7107649","-74.0061004","New York"
"144","72384","Nyco Chemist Ii Inc","129 Montague St","40.694875","-73.994041","Brooklyn"
"145","69237","Namdor Inc","101 Clark St","40.6975504","-73.9927735","Brooklyn"
"146","11131","HEIGHTS APOTHECARY","79 ATLANTIC AVE","40.6911465","-73.9975722","BROOKLYN"
"147","11275","BATTERY PARK PHARMACY INC","327 S END AVE","40.7105092","-74.0162301","NEW YORK"
"148","21159","A-Z DRUG CORPORATION","150 JORALEMON ST","40.6928503","-73.9932313","BROOKLYN"
"149","72504","Atlantic Heights Specialty Script Corp","349 Henry St","40.689549","-73.996461","Brooklyn"
"150","21264","EVON PHARMACY","160 ATLANTIC AVE","40.6901658","-73.9941977","BROOKLYN"
"151","21304","MEDPHARM DRUG AND TRADING INC","61 CATHERINE ST","40.7112817","-73.9967468","NEW YORK"
"152","10859","GENERATION PHARMACY LLC","31 33 OLIVER ST","40.7120690","-73.9979200","NEW YORK"
"153","21110","FOREVER HEALTH PHARMACY INC","2 EAST BROADWAY","40.7136190","-73.9975230","NEW YORK"
"154","69406","Nyco Chemists Inc","104 Jay Street","40.7019506","-73.9868234","Brooklyn"
"155","11391","WING ON PHARMACY INC","18 E BROADWAY","40.7135012","-73.9970765","NEW YORK"
"156","72463","Abc Pharmacy V Corp","26 East Broadway","40.713726","-73.996763","New York"
"157","21325","BEST CARE PHARMACY CORP","28 E BROADWAY","40.7137220","-73.9966710","NEW YORK"
"158","20979","KINGS PHARMACY","5 HUDSON ST","40.7158214","-74.0092979","NEW YORK"
"159","10514","EVE AND MICHAEL PHARMACY INC","295 GREENWICH ST","40.7157050","-74.0108870","NEW YORK"
"160","72560","Metrocare Rx Inc","59 E Broadway","40.7134209","-73.9952689","New York"
"161","11275","BATTERY PARK PHARMACY INC","327 S END AVE","40.7105092","-74.0162301","NEW YORK"
"162","10875","DOWNTOWN PHARMACY","19 BEEKMAN STREET","40.7107610","-74.0063140","NEW YORK"
"163","69749","Beekman Pharmacy","19 Beekman St","40.7107649","-74.0061004","New York"
"164","10441","DOWNTOWN PHARMACY","165 WILLIAM ST","40.7101611","-74.0058470","NEW YORK"
"165","10514","EVE AND MICHAEL PHARMACY INC","295 GREENWICH ST","40.7157050","-74.0108870","NEW YORK"
"166","20979","KINGS PHARMACY","5 HUDSON ST","40.7158214","-74.0092979","NEW YORK"
"167","72509","Prime Essentials Llc","345 Broadway","40.7166736","-74.0042028","New York"
"168","21225","BROADWAY DOWNTOWN PHARMACY INC","373 BROADWAY","40.7177873","-74.0032782","NEW YORK"
"169","10859","GENERATION PHARMACY LLC","31 33 OLIVER ST","40.7120690","-73.9979200","NEW YORK"
"170","21206","SOHO PHARMACY","3 WALKER ST","40.7199896","-74.0055525","NEW YORK"
"171","11124","FAMILY CHOICE PHARMACY CORP.","221 CANAL ST 2ND FL","40.7199258","-74.0050400","NEW YORK"
"172","69744","Aid Pharmacy Ny Corp","139 Centre St","40.717466","-74.0008299","New York"
"173","20804","METRO PHARM INC","92 BAXTER ST","40.7167236","-73.9998237","NEW YORK"
"174","21304","MEDPHARM DRUG AND TRADING INC","61 CATHERINE ST","40.7112817","-73.9967468","NEW YORK"
"175","21110","FOREVER HEALTH PHARMACY INC","2 EAST BROADWAY","40.7136190","-73.9975230","NEW YORK"
"176","72565","E Care Pharmacy Corp","48 Mott St","40.715358","-73.998481","New York"
"177","10380","BUY RITE PHARMACY II","106 LAFAYETTE ST","40.7179779","-74.0009752","NEW YORK"
"178","21143","ALISONS PHARMACY INC","12 BOWERY","40.7144679","-73.9976220","NEW YORK"
"179","11391","WING ON PHARMACY INC","18 E BROADWAY","40.7135012","-73.9970765","NEW YORK"
"180","20955","BAC AI PHARMACY","216 CANAL ST B","40.7170360","-73.9992750","NEW YORK"
"181","20979","KINGS PHARMACY","5 HUDSON ST","40.7158214","-74.0092979","NEW YORK"
"182","10514","EVE AND MICHAEL PHARMACY INC","295 GREENWICH ST","40.7157050","-74.0108870","NEW YORK"
"183","10875","DOWNTOWN PHARMACY","19 BEEKMAN STREET","40.7107610","-74.0063140","NEW YORK"
"184","69749","Beekman Pharmacy","19 Beekman St","40.7107649","-74.0061004","New York"
"185","10441","DOWNTOWN PHARMACY","165 WILLIAM ST","40.7101611","-74.0058470","NEW YORK"
"186","72509","Prime Essentials Llc","345 Broadway","40.7166736","-74.0042028","New York"
"187","21225","BROADWAY DOWNTOWN PHARMACY INC","373 BROADWAY","40.7177873","-74.0032782","NEW YORK"
"188","11275","BATTERY PARK PHARMACY INC","327 S END AVE","40.7105092","-74.0162301","NEW YORK"
"189","21206","SOHO PHARMACY","3 WALKER ST","40.7199896","-74.0055525","NEW YORK"
"190","11124","FAMILY CHOICE PHARMACY CORP.","221 CANAL ST 2ND FL","40.7199258","-74.0050400","NEW YORK"
"191","69744","Aid Pharmacy Ny Corp","139 Centre St","40.717466","-74.0008299","New York"
"192","10380","BUY RITE PHARMACY II","106 LAFAYETTE ST","40.7179779","-74.0009752","NEW YORK"
"193","20804","METRO PHARM INC","92 BAXTER ST","40.7167236","-73.9998237","NEW YORK"
"194","20955","BAC AI PHARMACY","216 CANAL ST B","40.7170360","-73.9992750","NEW YORK"
"195","72565","E Care Pharmacy Corp","48 Mott St","40.715358","-73.998481","New York"
"196","20981","NEW YORK PHARMACY INC","131 WALKER ST","40.7172940","-73.9993855","NEW YORK"
"197","21089","CANAL STREET PHARMACY INC","210 212 CANAL ST","40.7168940","-73.9989930","NEW YORK"
"198","20954","CANALBERRY PHARMACY","84 MULBERRY ST","40.7164820","-73.9986660","NEW YORK"
"199","10859","GENERATION PHARMACY LLC","31 33 OLIVER ST","40.7120690","-73.9979200","NEW YORK"
"200","11112","EZ CARE PHARMACY LLC","127A LAFAYETTE ST","40.7189026","-74.0000716","NEW YORK"
"201","10875","DOWNTOWN PHARMACY","19 BEEKMAN STREET","40.7107610","-74.0063140","NEW YORK"
"202","69749","Beekman Pharmacy","19 Beekman St","40.7107649","-74.0061004","New York"
"203","10441","DOWNTOWN PHARMACY","165 WILLIAM ST","40.7101611","-74.0058470","NEW YORK"
"204","11275","BATTERY PARK PHARMACY INC","327 S END AVE","40.7105092","-74.0162301","NEW YORK"
"205","10514","EVE AND MICHAEL PHARMACY INC","295 GREENWICH ST","40.7157050","-74.0108870","NEW YORK"
"206","20979","KINGS PHARMACY","5 HUDSON ST","40.7158214","-74.0092979","NEW YORK"
"207","72509","Prime Essentials Llc","345 Broadway","40.7166736","-74.0042028","New York"
"208","21225","BROADWAY DOWNTOWN PHARMACY INC","373 BROADWAY","40.7177873","-74.0032782","NEW YORK"
"209","10859","GENERATION PHARMACY LLC","31 33 OLIVER ST","40.7120690","-73.9979200","NEW YORK"
"210","21110","FOREVER HEALTH PHARMACY INC","2 EAST BROADWAY","40.7136190","-73.9975230","NEW YORK"
"211","21304","MEDPHARM DRUG AND TRADING INC","61 CATHERINE ST","40.7112817","-73.9967468","NEW YORK"
"212","69744","Aid Pharmacy Ny Corp","139 Centre St","40.717466","-74.0008299","New York"
"213","20804","METRO PHARM INC","92 BAXTER ST","40.7167236","-73.9998237","NEW YORK"
"214","72565","E Care Pharmacy Corp","48 Mott St","40.715358","-73.998481","New York"
"215","21143","ALISONS PHARMACY INC","12 BOWERY","40.7144679","-73.9976220","NEW YORK"
"216","11391","WING ON PHARMACY INC","18 E BROADWAY","40.7135012","-73.9970765","NEW YORK"
"217","10380","BUY RITE PHARMACY II","106 LAFAYETTE ST","40.7179779","-74.0009752","NEW YORK"
"218","21206","SOHO PHARMACY","3 WALKER ST","40.7199896","-74.0055525","NEW YORK"
"219","11124","FAMILY CHOICE PHARMACY CORP.","221 CANAL ST 2ND FL","40.7199258","-74.0050400","NEW YORK"
"220","72463","Abc Pharmacy V Corp","26 East Broadway","40.713726","-73.996763","New York"
"221","21027","EQUAL CARE PHARMACY INC","753 EAST 5TH STREET STORE A","40.7275043","-73.9800645","NEW YORK"
"222","10296","MEDILANE DRUGS","227 AVE B","40.7291450","-73.9780000","NEW YORK"
"223","11231","AVENUE C PHARMACY","178 AVE C","40.7264830","-73.9770601","NEW YORK"
"224","10284","NYC PHARMACY","206 FIRST AVE","40.7302320","-73.9831330","NEW YORK"
"225","20934","EAST DRIVE PHARMACY INC","93 AVE D","40.7232870","-73.9766310","NEW YORK"
"226","10921","ESQUIRE PHARMACY","277 1ST AVE","40.7326369","-73.9820050","NEW YORK"
"227","72571","Abacus Pharmacy Inc","168 2nd Ave","40.7301055","-73.986361","New York"
"228","69355","East Village Rx Center","41 Ave A","40.7236134","-73.9853147","New York"
"229","11374","LOISAIDA DRUGS AND SURGICALS","273 E 3RD STREET","40.7215549","-73.9802633","NEW YORK"
"230","11292","A P K G PHARMACY INC","360 E 4TH ST","40.7214715","-73.9782823","NEW YORK"
"231","21106","BLOCK DRUG STORES","101 SECOND AVE","40.7274370","-73.9889350","NEW YORK"
"232","21144","BIOMED DRUGS AND SURGICAL SUPPLY CO INC","50 3RD AVE","40.7310280","-73.9892340","NEW YORK"
"233","11454","RITE WAY DRUGS AND SURGICAL","371 1ST AVE","40.7360203","-73.9791639","NEW YORK"
"234","69443","Olive Tree Pharmacy","106 Ridge St","40.718691","-73.983131","New York"
"235","11144","AVALON CHEMISTS","7 2ND AVE","40.7240480","-73.9913739","NEW YORK"
"236","11422","1699 FANCY PHARMACY INC","131 ESSEX ST","40.7198811","-73.9875412","NEW YORK"
"237","10741","MEDIEXPRESS","78 CLINTON ST","40.7187410","-73.9850100","NEW YORK"
"238","10190","PROHEALTH PHARMACY","385 SECOND AVE","40.7374207","-73.9812652","NEW YORK"
"239","20927","HALPERN PHCY","333 E 23RD ST","40.7375752","-73.9801080","NEW YORK"
"240","11266","ELLIOTT PHARMACY","250 3RD AVE","40.7373420","-73.9845840","NEW YORK"
"241","10190","PROHEALTH PHARMACY","385 SECOND AVE","40.7374207","-73.9812652","NEW YORK"
"242","20927","HALPERN PHCY","333 E 23RD ST","40.7375752","-73.9801080","NEW YORK"
"243","11266","ELLIOTT PHARMACY","250 3RD AVE","40.7373420","-73.9845840","NEW YORK"
"244","11454","RITE WAY DRUGS AND SURGICAL","371 1ST AVE","40.7360203","-73.9791639","NEW YORK"
"245","20826","PHARMACARE PHARMACY","483 FIRST AVE","40.7404314","-73.9759978","NEW YORK"
"246","10921","ESQUIRE PHARMACY","277 1ST AVE","40.7326369","-73.9820050","NEW YORK"
"247","21078","NATURES CURE PHARMACY INC","324 E 34TH ST","40.7440209","-73.9748240","NEW YORK"
"248","10518","IRMAT PHARMACY","2 PARK AVE","40.7461930","-73.9821960","NEW YORK"
"249","20812","HEALTHSOURCE PHARMACY","120 E 34TH ST","40.7463229","-73.9803249","NEW YORK"
"250","11099","MIDTOWN EAST PHARMACY & SURGICAL LLC","161 MADISON AVE","40.7466500","-73.9832760","NEW YORK"
"251","10635","TOWN TOTAL HEALTH","6 E 32 ST 5TH FL","40.7472700","-73.9800645","NEW YORK"
"252","21002","MADISON PHCY AND SURGICAL SUPPLY CO","161 MADISON AVE UNIT STE 1NW","40.7472700","-73.9800645","NEW YORK"
"253","10284","NYC PHARMACY","206 FIRST AVE","40.7302320","-73.9831330","NEW YORK"
"254","20940","PASTEUR PHARMACY","53 E 34TH ST","40.7476450","-73.9819190","NEW YORK"
"255","72571","Abacus Pharmacy Inc","168 2nd Ave","40.7301055","-73.986361","New York"
"256","21144","BIOMED DRUGS AND SURGICAL SUPPLY CO INC","50 3RD AVE","40.7310280","-73.9892340","NEW YORK"
"257","10296","MEDILANE DRUGS","227 AVE B","40.7291450","-73.9780000","NEW YORK"
"258","10301","METRO DRUGS","7 W 14TH ST","40.7364266","-73.9945754","NEW YORK"
"259","20953","RAPHAEL DRUG AND HEALTH LTD","1257 BROADWAY","40.7478845","-73.9883177","NEW YORK"
"260","10107","UNIVERSITY CHEMISTS","74 UNIVERSITY PL","40.7333290","-73.9936800","NEW YORK"
"261","72393","Chelsea Royal Care Pharmacy Inc","154 9th Ave","40.7442748","-74.0027682","New York"
"262","69469","Community Health Project Inc","356 W 18th St","40.7432016","-74.0030383","New York"
"263","69256","Namdor Inc","227 Ninth Avenue","40.7471204","-74.0008979","New York"
"264","69466","Nucare Pharmacy West Llc","250 9th Ave","40.747872","-73.999638","New York"
"265","11409","WEST 14TH ST PRESCRIPTION CTR","312 W 14TH ST","40.7400666","-74.0033274","NEW YORK"
"266","10929","NEW LONDON PHARMACY","246 8TH AVE","40.7448630","-73.9984330","NEW YORK"
"267","72445","St Lukes Roosevelt Hospital Center","230 W 17th St","40.7409869","-73.9998007","New York"
"268","10132","GROVE DRUGS INC","302 W 12TH STREET","40.7373260","-74.0046909","NEW YORK"
"269","72418","Seventh Elm Drug Corp","56 7th Ave","40.73838","-73.999915","New York"
"270","69234","Unite Health Center Inc","275 7th Ave","40.7457668","-73.9942771","New York"
"271","72535","Moms Pharmacy Of Nyc","224 W 29th St","40.7482994","-73.9942624","New York"
"272","21050","KIDS RX","523 HUDSON ST","40.7340045","-74.0062751","NEW YORK"
"273","21052","MAIL MED CORP","11 PENN PLAZA","40.7502925","-73.9931185","NEW YORK"
